time_s	surface_excess_mol_m2	dynamic_surface_tension_N_m
850.5	1.3416959902736101e-06	71.8959285063333
851.0	1.3421300397436007e-06	71.89592686901716
851.5	1.342563932002351e-06	71.89592523201742
852.0	1.342997667132743e-06	71.89592359533397
852.5	1.3434312452175228e-06	71.89592195896672
853.0	1.3438646663393535e-06	71.89592032291554
853.5	1.3442979305807896e-06	71.89591868718036
854.0	1.3447310380242564e-06	71.89591705176103
854.5	1.3451639887520944e-06	71.89591541665749
855.0	1.3455967828465218e-06	71.89591378186961
855.5	1.346029420389658e-06	71.8959121473973
856.0	1.3464619014635135e-06	71.89591051324044
856.5	1.3468942261499913e-06	71.89590887939893
857.0	1.3473263945308883e-06	71.89590724587268
857.5	1.3477584066878993e-06	71.89590561266158
858.0	1.3481902627026044e-06	71.89590397976552
858.5	1.3486219626564899e-06	71.89590234718442
859.0	1.3490535066309212e-06	71.89590071491816
859.5	1.3494848947071757e-06	71.89589908296662
860.0	1.349916126966409e-06	71.89589745132974
860.5	1.350347203489683e-06	71.8958958200074
861.0	1.3507781243579581e-06	71.89589418899948
861.5	1.3512088896520797e-06	71.8958925583059
862.0	1.3516394994527903e-06	71.89589092792656
862.5	1.3520699538407407e-06	71.89588929786136
863.0	1.3525002528964641e-06	71.89588766811018
863.5	1.3529303967003933e-06	71.89588603867294
864.0	1.3533603853328732e-06	71.89588440954952
864.5	1.353790218874117e-06	71.89588278073985
865.0	1.354219897404253e-06	71.89588115224382
865.5	1.3546494210033142e-06	71.89587952406131
866.0	1.3550787897512236e-06	71.89587789619225
866.5	1.3555080037277873e-06	71.89587626863653
867.0	1.355937063012725e-06	71.89587464139403
867.5	1.356365967685662e-06	71.89587301446468
868.0	1.3567947178261056e-06	71.89587138784839
868.5	1.3572233135134753e-06	71.89586976154503
869.0	1.357651754827073e-06	71.89586813555452
869.5	1.3580800418461157e-06	71.89586650987677
870.0	1.358508174649707e-06	71.89586488451167
870.5	1.3589361533168725e-06	71.89586325945912
871.0	1.3593639779265028e-06	71.89586163471903
871.5	1.3597916485574253e-06	71.89586001029132
872.0	1.3602191652883392e-06	71.89585838617586
872.5	1.3606465281978588e-06	71.89585676237257
873.0	1.361073737364493e-06	71.89585513888137
873.5	1.3615007928666482e-06	71.89585351570214
874.0	1.361927694782658e-06	71.89585189283481
874.5	1.3623544431907134e-06	71.89585027027925
875.0	1.3627810381689476e-06	71.89584864803541
875.5	1.3632074797953604e-06	71.89584702610316
876.0	1.363633768147893e-06	71.89584540448242
876.5	1.3640599033043522e-06	71.89584378317308
877.0	1.3644858853424639e-06	71.89584216217506
877.5	1.364911714339864e-06	71.89584054148827
878.0	1.365337390374063e-06	71.89583892111261
878.5	1.3657629135225121e-06	71.89583730104799
879.0	1.3661882838625422e-06	71.89583568129432
879.5	1.3666135014713801e-06	71.89583406185149
880.0	1.3670385664261797e-06	71.89583244271942
880.5	1.3674634788039881e-06	71.89583082389802
881.0	1.3678882386817484e-06	71.8958292053872
881.5	1.3683128461363229e-06	71.89582758718686
882.0	1.3687373012444594e-06	71.89582596929691
882.5	1.369161604082825e-06	71.89582435171725
883.0	1.3695857547279888e-06	71.8958227344478
883.5	1.3700097532564224e-06	71.89582111748848
884.0	1.370433599744514e-06	71.89581950083917
884.5	1.3708572942685316e-06	71.8958178844998
885.0	1.3712808369046696e-06	71.89581626847028
885.5	1.3717042277290223e-06	71.89581465275052
886.0	1.3721274668175948e-06	71.8958130373404
886.5	1.3725505542462858e-06	71.89581142223987
887.0	1.3729734900909116e-06	71.89580980744883
887.5	1.3733962744271967e-06	71.89580819296717
888.0	1.3738189073307384e-06	71.89580657879482
888.5	1.3742413888771408e-06	71.89580496493168
889.0	1.3746637191417782e-06	71.89580335137768
889.5	1.3750858982000133e-06	71.89580173813272
890.0	1.3755079261271083e-06	71.8958001251967
890.5	1.375929802998227e-06	71.89579851256954
891.0	1.376351528888434e-06	71.89579690025117
891.5	1.3767731038727097e-06	71.89579528824147
892.0	1.377194528025944e-06	71.89579367654038
892.5	1.3776158014229263e-06	71.8957920651478
893.0	1.3780369241383701e-06	71.89579045406364
893.5	1.3784578962468817e-06	71.89578884328782
894.0	1.378878717822991e-06	71.89578723282024
894.5	1.3792993889411194e-06	71.89578562266084
895.0	1.3797199096756062e-06	71.8957840128095
895.5	1.3801402801007124e-06	71.89578240326615
896.0	1.3805605002905908e-06	71.89578079403073
896.5	1.3809805703193183e-06	71.89577918510311
897.0	1.3814004902608632e-06	71.89577757648323
897.5	1.3818202601891256e-06	71.89577596817098
898.0	1.382239880177904e-06	71.89577436016631
898.5	1.3826593503009117e-06	71.89577275246911
899.0	1.3830786706317623e-06	71.89577114507931
899.5	1.3834978412440072e-06	71.89576953799681
900.0	1.3839168622110742e-06	71.89576793122154
900.5	1.3843357336063273e-06	71.89576632475341
901.0	1.3847544555030392e-06	71.89576471859233
901.5	1.38517302797438e-06	71.89576311273822
902.0	1.3855914510934435e-06	71.89576150719101
902.5	1.3860097249332447e-06	71.8957599019506
903.0	1.3864278495666886e-06	71.89575829701691
903.5	1.3868458250666038e-06	71.89575669238985
904.0	1.3872636515057399e-06	71.89575508806936
904.5	1.3876813289567441e-06	71.89575348405533
905.0	1.3880988574921866e-06	71.8957518803477
905.5	1.3885162371845503e-06	71.89575027694637
906.0	1.3889334681062317e-06	71.89574867385127
906.5	1.3893505503295333e-06	71.89574707106232
907.0	1.3897674839266717e-06	71.89574546857942
907.5	1.3901842689697997e-06	71.89574386640251
908.0	1.390600905530952e-06	71.89574226453149
908.5	1.3910173936820997e-06	71.89574066296629
909.0	1.39143373349512e-06	71.89573906170683
909.5	1.3918499250418027e-06	71.89573746075303
910.0	1.3922659683938585e-06	71.8957358601048
910.5	1.392681863622918e-06	71.89573425976207
911.0	1.3930976108005017e-06	71.89573265972474
911.5	1.3935132099980823e-06	71.89573105999277
912.0	1.3939286612870207e-06	71.89572946056605
912.5	1.3943439647386065e-06	71.89572786144448
913.0	1.3947591204240326e-06	71.89572626262803
913.5	1.3951741284144216e-06	71.8957246641166
914.0	1.395588988780799e-06	71.89572306591009
914.5	1.39600370159401e-06	71.89572146800845
915.0	1.3964182669252624e-06	71.89571987041158
915.5	1.396832684844987e-06	71.89571827311943
916.0	1.3972469554240043e-06	71.89571667613188
916.5	1.3976610787329387e-06	71.89571507944889
917.0	1.3980750548423107e-06	71.89571348307037
917.5	1.3984888838225772e-06	71.89571188699624
918.0	1.3989025657441133e-06	71.89571029122641
918.5	1.3993161006771972e-06	71.89570869576082
919.0	1.3997294886920356e-06	71.89570710059938
919.5	1.4001427298587534e-06	71.89570550574203
920.0	1.4005558242473864e-06	71.89570391118868
920.5	1.400968771927876e-06	71.89570231693925
921.0	1.401381572970172e-06	71.89570072299367
921.5	1.4017942274440028e-06	71.89569912935187
922.0	1.402206735419097e-06	71.89569753601376
922.5	1.4026190969650695e-06	71.89569594297927
923.0	1.403031312151553e-06	71.89569435024833
923.5	1.4034433810479426e-06	71.89569275782085
924.0	1.4038553037236556e-06	71.89569116569677
924.5	1.4042670802480024e-06	71.89568957387603
925.0	1.4046787106902126e-06	71.89568798235851
925.5	1.4050901951194636e-06	71.89568639114415
926.0	1.4055015336048043e-06	71.8956848002329
926.5	1.4059127262152323e-06	71.89568320962466
927.0	1.4063237730196566e-06	71.89568161931938
927.5	1.4067346740869266e-06	71.89568002931695
928.0	1.4071454294857778e-06	71.89567843961733
928.5	1.4075560392849033e-06	71.89567685022043
929.0	1.4079665035528961e-06	71.89567526112617
929.5	1.4083768223582678e-06	71.89567367233448
930.0	1.4087869957694633e-06	71.89567208384531
930.5	1.4091970238548512e-06	71.89567049565855
931.0	1.4096069066827027e-06	71.89566890777417
931.5	1.4100166443212371e-06	71.89566732019205
932.0	1.4104262368385736e-06	71.89566573291214
932.5	1.410835684302766e-06	71.89566414593438
933.0	1.4112449867817755e-06	71.89566255925867
933.5	1.4116541443435126e-06	71.89566097288495
934.0	1.4120631570557948e-06	71.89565938681316
934.5	1.4124720249863497e-06	71.89565780104323
935.0	1.412880748202845e-06	71.89565621557506
935.5	1.4132893267728796e-06	71.8956546304086
936.0	1.4136977607639528e-06	71.89565304554377
936.5	1.4141060502434964e-06	71.8956514609805
937.0	1.4145141952788815e-06	71.89564987671874
937.5	1.414922195937372e-06	71.89564829275838
938.0	1.4153300522861866e-06	71.89564670909938
938.5	1.4157377643924446e-06	71.89564512574165
939.0	1.416145332323211e-06	71.89564354268514
939.5	1.4165527561454532e-06	71.89564195992976
940.0	1.4169600359260835e-06	71.89564037747546
940.5	1.4173671717319224e-06	71.89563879532214
941.0	1.4177741636297224e-06	71.89563721346977
941.5	1.4181810116861662e-06	71.89563563191824
942.0	1.418587715967852e-06	71.89563405066751
942.5	1.4189942765413086e-06	71.8956324697175
943.0	1.4194006934729809e-06	71.89563088906814
943.5	1.419806966829267e-06	71.89562930871936
944.0	1.4202130966764566e-06	71.8956277286711
944.5	1.4206190830807856e-06	71.89562614892328
945.0	1.4210249261084128e-06	71.89562456947584
945.5	1.4214306258254117e-06	71.8956229903287
946.0	1.4218361822978024e-06	71.89562141148181
946.5	1.4222415955915182e-06	71.8956198329351
947.0	1.422646865772416e-06	71.89561825468847
947.5	1.423051992906282e-06	71.8956166767419
948.0	1.4234569770588484e-06	71.89561509909528
948.5	1.4238618182957458e-06	71.89561352174859
949.0	1.42426651668255e-06	71.89561194470171
949.5	1.4246710722847595e-06	71.8956103679546
950.0	1.425075485167787e-06	71.8956087915072
950.5	1.425479755397005e-06	71.89560721535943
951.0	1.4258838830376776e-06	71.89560563951123
951.5	1.4262878681550287e-06	71.89560406396252
952.0	1.4266917108141804e-06	71.89560248871327
952.5	1.4270954110802086e-06	71.89560091376337
953.0	1.4274989690181014e-06	71.89559933911278
953.5	1.4279023846927845e-06	71.89559776476142
954.0	1.4283056581691054e-06	71.89559619070924
954.5	1.4287087895118402e-06	71.89559461695616
955.0	1.429111778785709e-06	71.89559304350212
955.5	1.4295146260553379e-06	71.89559147034706
956.0	1.4299173313853046e-06	71.89558989749091
956.5	1.4303198948400926e-06	71.89558832493361
957.0	1.4307223164841301e-06	71.89558675267509
957.5	1.431124596381781e-06	71.89558518071527
958.0	1.4315267345973217e-06	71.89558360905413
958.5	1.4319287311949734e-06	71.89558203769155
959.0	1.4323305862388773e-06	71.89558046662751
959.5	1.4327322997931106e-06	71.89557889586193
960.0	1.4331338719216792e-06	71.89557732539474
960.5	1.4335353026885089e-06	71.89557575522589
961.0	1.433936592157485e-06	71.8955741853553
961.5	1.434337740392389e-06	71.89557261578292
962.0	1.4347387474569546e-06	71.89557104650869
962.5	1.435139613414843e-06	71.89556947753253
963.0	1.435540338329642e-06	71.89556790885439
963.5	1.4359409222648688e-06	71.8955663404742
964.0	1.436341365283983e-06	71.89556477239191
964.5	1.4367416674503712e-06	71.89556320460743
965.0	1.437141828827348e-06	71.89556163712074
965.5	1.437541849478155e-06	71.89556006993173
966.0	1.43794172946597e-06	71.89555850304038
966.5	1.4383414688539205e-06	71.8955569364466
967.0	1.4387410677050377e-06	71.89555537015033
967.5	1.439140526082311e-06	71.89555380415153
968.0	1.439539844048633e-06	71.89555223845014
968.5	1.4399390216668489e-06	71.89555067304606
969.0	1.4403380589997443e-06	71.89554910793926
969.5	1.4407369561100167e-06	71.89554754312967
970.0	1.4411357130603129e-06	71.89554597861724
970.5	1.4415343299131991e-06	71.89554441440188
971.0	1.4419328067311918e-06	71.89554285048357
971.5	1.4423311435767182e-06	71.89554128686223
972.0	1.4427293405121706e-06	71.89553972353778
972.5	1.4431273975998365e-06	71.89553816051018
973.0	1.443525314901962e-06	71.89553659777938
973.5	1.4439230924807335e-06	71.89553503534532
974.0	1.4443207303982411e-06	71.8955334732079
974.5	1.4447182287165477e-06	71.89553191136712
975.0	1.4451155874976188e-06	71.89553034982286
975.5	1.4455128068033763e-06	71.8955287885751
976.0	1.4459098866956528e-06	71.89552722762379
976.5	1.4463068272362389e-06	71.89552566696884
977.0	1.4467036284868492e-06	71.8955241066102
977.5	1.4471002905091342e-06	71.89552254654781
978.0	1.4474968133646749e-06	71.89552098678162
978.5	1.447893197115003e-06	71.89551942731157
979.0	1.4482894418215602e-06	71.89551786813759
979.5	1.448685547545759e-06	71.89551630925965
980.0	1.4490815143489074e-06	71.89551475067765
980.5	1.449477342292277e-06	71.89551319239156
981.0	1.4498730314370726e-06	71.89551163440133
981.5	1.4502685818444158e-06	71.89551007670688
982.0	1.4506639935753853e-06	71.89550851930817
982.5	1.451059266690985e-06	71.89550696220512
983.0	1.4514544012521656e-06	71.8955054053977
983.5	1.4518493973197962e-06	71.89550384888582
984.0	1.4522442549547013e-06	71.89550229266946
984.5	1.452638974217638e-06	71.89550073674855
985.0	1.45303355516928e-06	71.89549918112301
985.5	1.453427997870273e-06	71.89549762579283
986.0	1.453822302381163e-06	71.8954960707579
986.5	1.4542164687624686e-06	71.8954945160182
987.0	1.4546104970746152e-06	71.89549296157367
987.5	1.4550043873779776e-06	71.89549140742425
988.0	1.4553981397328777e-06	71.89548985356986
988.5	1.4557917541995612e-06	71.89548830001048
989.0	1.456185230838222e-06	71.89548674674603
989.5	1.456578569708985e-06	71.89548519377648
990.0	1.4569717708719068e-06	71.89548364110175
990.5	1.4573648343869923e-06	71.89548208872179
991.0	1.4577577603141939e-06	71.89548053663655
991.5	1.4581505487133782e-06	71.89547898484598
992.0	1.4585431996443682e-06	71.89547743335002
992.5	1.4589357131669176e-06	71.8954758821486
993.0	1.4593280893407201e-06	71.8954743312417
993.5	1.4597203282254152e-06	71.89547278062923
994.0	1.4601124298805745e-06	71.89547123031116
994.5	1.4605043943657006e-06	71.8954696802874
995.0	1.4608962217402657e-06	71.89546813055794
995.5	1.4612879120636347e-06	71.89546658112272
996.0	1.4616794653951503e-06	71.89546503198166
996.5	1.4620708817940852e-06	71.89546348313472
997.0	1.462462161319636e-06	71.89546193458185
997.5	1.462853304030962e-06	71.895460386323
998.0	1.4632443099871514e-06	71.8954588383581
998.5	1.463635179247224e-06	71.8954572906871
999.0	1.464025911870154e-06	71.89545574330997
999.5	1.4644165079148614e-06	71.89545419622662
1000.0	1.4648069674401726e-06	71.89545264943703
1000.5	1.4651972905048925e-06	71.89545110294112
1001.0	1.4655874771677398e-06	71.89544955673887
1001.5	1.4659775274874032e-06	71.89544801083021
1002.0	1.4663674415224772e-06	71.89544646521507
1002.5	1.4667572193315264e-06	71.89544491989344
1003.0	1.4671468609730366e-06	71.89544337486522
1003.5	1.4675363665054404e-06	71.8954418301304
1004.0	1.4679257359871238e-06	71.89544028568889
1004.5	1.4683149694764007e-06	71.89543874154066
1005.0	1.4687040670315173e-06	71.89543719768565
1005.5	1.4690930287106953e-06	71.89543565412383
1006.0	1.4694818545720548e-06	71.89543411085512
1006.5	1.4698705446736931e-06	71.8954325678795
1007.0	1.4702590990736356e-06	71.89543102519687
1007.5	1.470647517829847e-06	71.89542948280723
1008.0	1.4710358010002352e-06	71.8954279407105
1008.5	1.471423948642654e-06	71.89542639890664
1009.0	1.4718119608148944e-06	71.8954248573956
1009.5	1.4721998375746926e-06	71.89542331617731
1010.0	1.4725875789797365e-06	71.89542177525175
1010.5	1.4729751850876436e-06	71.89542023461885
1011.0	1.473362655955976e-06	71.89541869427858
1011.5	1.4737499916422483e-06	71.89541715423086
1012.0	1.4741371922038965e-06	71.89541561447565
1012.5	1.4745242576983323e-06	71.89541407501291
1013.0	1.47491118818288e-06	71.89541253584258
1013.5	1.475297983714824e-06	71.89541099696463
1014.0	1.4756846443513945e-06	71.89540945837898
1014.5	1.47607117014974e-06	71.8954079200856
1015.0	1.4764575611669947e-06	71.89540638208445
1015.5	1.476843817460196e-06	71.89540484437545
1016.0	1.47722993908635e-06	71.89540330695858
1016.5	1.4776159261023906e-06	71.89540176983378
1017.0	1.47800177856522e-06	71.895400233001
1017.5	1.4783874965316594e-06	71.89539869646019
1018.0	1.4787730800584824e-06	71.8953971602113
1018.5	1.4791585292024068e-06	71.89539562425429
1019.0	1.4795438440201011e-06	71.89539408858911
1019.5	1.4799290245681707e-06	71.8953925532157
1020.0	1.480314070903164e-06	71.89539101813403
1020.5	1.4806989830815958e-06	71.89538948334405
1021.0	1.4810837611598863e-06	71.89538794884568
1021.5	1.4814684051944374e-06	71.89538641463892
1022.0	1.4818529152415873e-06	71.89538488072368
1022.5	1.482237291357593e-06	71.89538334709995
1023.0	1.4826215335986952e-06	71.89538181376766
1023.5	1.4830056420210532e-06	71.89538028072676
1024.0	1.4833896166807935e-06	71.89537874797722
1024.5	1.4837734576339612e-06	71.89537721551898
1025.0	1.4841571649365696e-06	71.89537568335199
1025.5	1.4845407386445657e-06	71.8953741514762
1026.0	1.484924178813848e-06	71.89537261989159
1026.5	1.485307485500273e-06	71.89537108859808
1027.0	1.4856906587596082e-06	71.89536955759566
1027.5	1.4860736986476038e-06	71.89536802688424
1028.0	1.486456605219929e-06	71.89536649646381
1028.5	1.486839378532228e-06	71.8953649663343
1029.0	1.4872220186400689e-06	71.89536343649567
1029.5	1.487604525598972e-06	71.89536190694788
1030.0	1.4879868994644083e-06	71.89536037769089
1030.5	1.4883691402917824e-06	71.89535884872464
1031.0	1.4887512481364428e-06	71.8953573200491
1031.5	1.4891332230537726e-06	71.8953557916642
1032.0	1.4895150650989462e-06	71.89535426356991
1032.5	1.4898967743272015e-06	71.8953527357662
1033.0	1.4902783507936783e-06	71.89535120825299
1033.5	1.4906597945534812e-06	71.89534968103027
1034.0	1.4910411056616565e-06	71.89534815409796
1034.5	1.491422284173193e-06	71.89534662745604
1035.0	1.491803330143037e-06	71.89534510110447
1035.5	1.4921842436260687e-06	71.89534357504317
1036.0	1.4925650246771335e-06	71.89534204927213
1036.5	1.4929456733510178e-06	71.8953405237913
1037.0	1.4933261897024425e-06	71.89533899860062
1037.5	1.4937065737860938e-06	71.89533747370007
1038.0	1.4940868256566064e-06	71.89533594908957
1038.5	1.494466945368549e-06	71.89533442476912
1039.0	1.4948469329764552e-06	71.89533290073864
1039.5	1.4952267885347997e-06	71.8953313769981
1040.0	1.495606512097999e-06	71.89532985354745
1040.5	1.4959861037204253e-06	71.89532833038666
1041.0	1.4963655634564094e-06	71.89532680751569
1041.5	1.4967448913602057e-06	71.89532528493446
1042.0	1.4971240874860506e-06	71.89532376264296
1042.5	1.4975031518880966e-06	71.89532224064115
1043.0	1.4978820846204687e-06	71.89532071892896
1043.5	1.4982608857372414e-06	71.89531919750637
1044.0	1.4986395552924127e-06	71.89531767637332
1044.5	1.4990180933399624e-06	71.89531615552978
1045.0	1.4993964999337946e-06	71.8953146349757
1045.5	1.499774775127785e-06	71.89531311471106
1046.0	1.5001529189757347e-06	71.89531159473577
1046.5	1.500530931531425e-06	71.89531007504984
1047.0	1.5009088128485607e-06	71.89530855565319
1047.5	1.5012865629808109e-06	71.89530703654579
1048.0	1.5016641819817854e-06	71.89530551772759
1048.5	1.5020416699050423e-06	71.89530399919856
1049.0	1.502419026804119e-06	71.89530248095866
1049.5	1.5027962527324618e-06	71.89530096300786
1050.0	1.5031733477434961e-06	71.89529944534607
1050.5	1.5035503118905795e-06	71.89529792797329
1051.0	1.5039271452270417e-06	71.89529641088947
1051.5	1.5043038478061518e-06	71.89529489409456
1052.0	1.5046804196811104e-06	71.89529337758853
1052.5	1.5050568609051144e-06	71.89529186137133
1053.0	1.5054331715312595e-06	71.89529034544293
1053.5	1.5058093516126377e-06	71.89528882980328
1054.0	1.5061854012022568e-06	71.89528731445233
1054.5	1.5065613203531107e-06	71.89528579939005
1055.0	1.506937109118109e-06	71.89528428461641
1055.5	1.5073127675501418e-06	71.89528277013135
1056.0	1.5076882957020374e-06	71.89528125593483
1056.5	1.5080636936265703e-06	71.89527974202682
1057.0	1.5084389613764727e-06	71.89527822840728
1057.5	1.5088140990044379e-06	71.89527671507616
1058.0	1.5091891065630992e-06	71.89527520203343
1058.5	1.5095639841050445e-06	71.89527368927904
1059.0	1.5099387316828245e-06	71.89527217681295
1059.5	1.510313349348913e-06	71.89527066463513
1060.0	1.5106878371557785e-06	71.89526915274554
1060.5	1.5110621951558043e-06	71.89526764114414
1061.0	1.5114364234013438e-06	71.89526612983087
1061.5	1.5118105219447062e-06	71.89526461880573
1062.0	1.5121844908381382e-06	71.89526310806863
1062.5	1.512558330133858e-06	71.89526159761957
1063.0	1.5129320398840216e-06	71.8952600874585
1063.5	1.513305620140747e-06	71.89525857758537
1064.0	1.5136790709560917e-06	71.89525706800015
1064.5	1.5140523923820914e-06	71.89525555870281
1065.0	1.514425584470711e-06	71.89525404969329
1065.5	1.514798647273878e-06	71.89525254097157
1066.0	1.5151715808434826e-06	71.8952510325376
1066.5	1.5155443852313365e-06	71.89524952439135
1067.0	1.5159170604892458e-06	71.89524801653278
1067.5	1.5162896066689464e-06	71.89524650896183
1068.0	1.5166620238221361e-06	71.8952450016785
1068.5	1.517034312000459e-06	71.89524349468272
1069.0	1.5174064712555201e-06	71.89524198797447
1069.5	1.517778501638871e-06	71.8952404815537
1070.0	1.5181504032020245e-06	71.89523897542038
1070.5	1.5185221759964477e-06	71.89523746957447
1071.0	1.5188938200735525e-06	71.89523596401592
1071.5	1.519265335484721e-06	71.89523445874471
1072.0	1.5196367222812728e-06	71.89523295376081
1072.5	1.520007980514496e-06	71.89523144906416
1073.0	1.5203791102356172e-06	71.89522994465472
1073.5	1.5207501114958398e-06	71.89522844053246
1074.0	1.5211209843463046e-06	71.89522693669736
1074.5	1.5214917288380976e-06	71.89522543314936
1075.0	1.5218623450222982e-06	71.89522392988845
1075.5	1.5222328329498984e-06	71.89522242691456
1076.0	1.5226031926718674e-06	71.89522092422766
1076.5	1.5229734242391284e-06	71.89521942182773
1077.0	1.5233435277025568e-06	71.89521791971472
1077.5	1.52371350311298e-06	71.8952164178886
1078.0	1.5240833505211877e-06	71.89521491634933
1078.5	1.5244530699779217e-06	71.89521341509688
1079.0	1.5248226615338687e-06	71.8952119141312
1079.5	1.5251921252397e-06	71.89521041345225
1080.0	1.5255614611459998e-06	71.89520891306002
1080.5	1.5259306693033528e-06	71.89520741295445
1081.0	1.5262997497622646e-06	71.89520591313553
1081.5	1.5266687025732167e-06	71.89520441360318
1082.0	1.5270375277866431e-06	71.89520291435741
1082.5	1.5274062254529303e-06	71.89520141539815
1083.0	1.5277747956224173e-06	71.89519991672539
1083.5	1.5281432383454113e-06	71.89519841833908
1084.0	1.5285115536721555e-06	71.89519692023919
1084.5	1.5288797416528781e-06	71.89519542242567
1085.0	1.5292478023377422e-06	71.8951939248985
1085.5	1.5296157357768643e-06	71.89519242765766
1086.0	1.5299835420203438e-06	71.89519093070308
1086.5	1.5303512211182015e-06	71.89518943403475
1087.0	1.5307187731204481e-06	71.89518793765261
1087.5	1.5310861980770317e-06	71.89518644155665
1088.0	1.5314534960378591e-06	71.89518494574682
1088.5	1.5318206670527983e-06	71.8951834502231
1089.0	1.532187711171668e-06	71.89518195498543
1089.5	1.5325546284442558e-06	71.8951804600338
1090.0	1.5329214189202907e-06	71.89517896536817
1090.5	1.53328808264948e-06	71.8951774709885
1091.0	1.5336546196814645e-06	71.89517597689476
1091.5	1.5340210300658694e-06	71.8951744830869
1092.0	1.5343873138522463e-06	71.89517298956491
1092.5	1.5347534710901315e-06	71.89517149632874
1093.0	1.5351195018289956e-06	71.89517000337837
1093.5	1.5354854061182936e-06	71.89516851071375
1094.0	1.5358511840074142e-06	71.89516701833485
1094.5	1.5362168355457154e-06	71.89516552624163
1095.0	1.5365823607825121e-06	71.89516403443407
1095.5	1.5369477597670798e-06	71.89516254291215
1096.0	1.537313032548652e-06	71.89516105167579
1096.5	1.5376781791764057e-06	71.89515956072499
1097.0	1.538043199699493e-06	71.89515807005972
1097.5	1.5384080941670248e-06	71.89515657967993
1098.0	1.5387728626280552e-06	71.89515508958559
1098.5	1.53913750513162e-06	71.89515359977668
1099.0	1.5395020217266823e-06	71.89515211025315
1099.5	1.5398664124621962e-06	71.89515062101496
1100.0	1.5402306773870586e-06	71.89514913206212
1100.5	1.5405948165501237e-06	71.89514764339454
1101.0	1.5409588300002047e-06	71.89514615501223
1101.5	1.541322717786021e-06	71.89514466691514
1102.0	1.5416864799564852e-06	71.89514317910323
1102.5	1.5420501165601068e-06	71.89514169157648
1103.0	1.5424136276456003e-06	71.89514020433487
1103.5	1.5427770132615793e-06	71.89513871737833
1104.0	1.5431402734566153e-06	71.89513723070685
1104.5	1.5435034082792384e-06	71.89513574432041
1105.0	1.5438664177779367e-06	71.89513425821896
1105.5	1.5442293020011562e-06	71.89513277240246
1106.0	1.5445920609973097e-06	71.89513128687089
1106.5	1.544954694814768e-06	71.89512980162424
1107.0	1.5453172035018506e-06	71.89512831666244
1107.5	1.5456795871068526e-06	71.89512683198546
1108.0	1.546041845678018e-06	71.89512534759331
1108.5	1.5464039792635643e-06	71.89512386348592
1109.0	1.5467659879116437e-06	71.89512237966326
1109.5	1.5471278716703975e-06	71.8951208961253
1110.0	1.547489630587909e-06	71.89511941287203
1110.5	1.5478512647122269e-06	71.8951179299034
1111.0	1.5482127740913574e-06	71.8951164472194
1111.5	1.5485741587732728e-06	71.89511496481995
1112.0	1.5489354188059024e-06	71.89511348270507
1112.5	1.549296554237133e-06	71.8951120008747
1113.0	1.549657565114825e-06	71.89511051932882
1113.5	1.5500184514867791e-06	71.8951090380674
1114.0	1.5503792134007712e-06	71.89510755709041
1114.5	1.5507398509045329e-06	71.89510607639781
1115.0	1.5511003640457543e-06	71.89510459598957
1115.5	1.551460752872106e-06	71.89510311586565
1116.0	1.551821017431183e-06	71.89510163602606
1116.5	1.5521811577705788e-06	71.89510015647072
1117.0	1.552541173937819e-06	71.89509867719963
1117.5	1.5529010659804094e-06	71.89509719821275
1118.0	1.5532608339458067e-06	71.89509571951005
1118.5	1.5536204778814465e-06	71.8950942410915
1119.0	1.5539799978346832e-06	71.89509276295706
1119.5	1.5543393938528914e-06	71.89509128510673
1120.0	1.5546986659833613e-06	71.89508980754044
1120.5	1.5550578142733644e-06	71.89508833025819
1121.0	1.5554168387701298e-06	71.89508685325994
1121.5	1.5557757395208499e-06	71.89508537654565
1122.0	1.5561345165726742e-06	71.89508390011531
1122.5	1.5564931699727254e-06	71.89508242396887
1123.0	1.5568516997680733e-06	71.89508094810633
1123.5	1.5572101060057536e-06	71.89507947252761
1124.0	1.5575683887327811e-06	71.89507799723273
1124.5	1.5579265479961038e-06	71.89507652222164
1125.0	1.5582845838426577e-06	71.89507504749432
1125.5	1.5586424963193348e-06	71.89507357305072
1126.0	1.5590002854729674e-06	71.89507209889082
1126.5	1.559357951350377e-06	71.89507062501461
1127.0	1.5597154939983402e-06	71.89506915142204
1127.5	1.5600729134636057e-06	71.89506767811308
1128.0	1.560430209792846e-06	71.8950662050877
1128.5	1.5607873830327546e-06	71.89506473234589
1129.0	1.5611444332299393e-06	71.8950632598876
1129.5	1.5615013604309814e-06	71.89506178771282
1130.0	1.5618581646824499e-06	71.89506031582151
1130.5	1.5622148460308527e-06	71.89505884421364
1131.0	1.5625714045226698e-06	71.89505737288918
1131.5	1.5629278402043292e-06	71.89505590184811
1132.0	1.563284153122247e-06	71.8950544310904
1132.5	1.563640343322785e-06	71.89505296061601
1133.0	1.5639964108522791e-06	71.89505149042492
1133.5	1.5643523557570112e-06	71.8950500205171
1134.0	1.5647081780832437e-06	71.89504855089254
1134.5	1.5650638778772091e-06	71.89504708155118
1135.0	1.565419455185064e-06	71.89504561249302
1135.5	1.565774910045019e-06	71.89504414371804
1136.0	1.56613024252709e-06	71.89504267522614
1136.5	1.5664854526533952e-06	71.89504120701736
1137.0	1.5668405404779786e-06	71.89503973909166
1137.5	1.5671955060468456e-06	71.89503827144901
